compa_ratio,compa_ratio_range,cost_center,country,current_rating,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,length_of_service,location,management_level,region,single_job_family,tenure_category,total_compensation,age
1.086,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 QA,7.312,Seoul,Individual Contributor,APAC,IT - Product Development,05-10 Years,58900,30.0
1.088,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Business Analytics,2.353,Singapore,Individual Contributor,APAC,IT - Product Development,02-05 Years,59000,28.0
1.131,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Hispanic,Female,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Executive,P4,Board Management - Senior Board Associate,9.49,New York,Vice President,AMER,Board Management,05-10 Years,124400,35.0
0.965,At Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,Black or African American,Male,Generation Z (1997 and onwards),False,False,Linkedin,False,False,Development,P1,IT - Product Development - P1 Business Analytics,0.652,Toronto,Individual Contributor,AMER,IT - Product Development,00-01 Years,53100,24.0
1.486,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Asian,Male,Generation X (1965-1980),False,False,Referral,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,18.701,San Francisco,Individual Contributor,AMER,Human Resources,15+ Years,226600,45.0
1.235,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P3,IT - Product Development - P3 Software Engineer,9.855,Calgary,Individual Contributor,AMER,IT - Product Development,05-10 Years,95700,33.0
1.276,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,Hispanic,Female,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Development,P3,IT - Product Development - P3 Software Engineer,3.592,London,Individual Contributor,EMEA,IT - Product Development,02-05 Years,79100,31.0
1.308,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,2.86,Toronto,Individual Contributor,AMER,Human Resources,02-05 Years,101400,28.0
1.315,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,True,Linkedin,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,6.54,London,Individual Contributor,EMEA,Sales - Direct Sales,05-10 Years,115700,36.0
1.632,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,White,Female,Baby Boomers (1946-1964),False,True,Corporate Website,False,True,Development,M6,IT - Product Management - Senior Director,28.655,Busan,Director,APAC,IT - Product Management,15+ Years,308400,59.0
0.954,At Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Male,Generation Z (1997 and onwards),False,False,Agency,False,False,Development,P2,IT - Product Development - P2 QA,3.745,New York,Individual Contributor,AMER,IT - Product Development,02-05 Years,64400,26.0
1.108,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 QA,0.795,Seoul,Individual Contributor,APAC,IT - Product Development,00-01 Years,60100,30.0
1.21,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,Hispanic,Female,Generation X (1965-1980),True,False,Referral,False,False,Development,P5,IT - Product Development - Principal Business Analytics,11.449,San Francisco,Individual Contributor,AMER,IT - Product Development,10-15 Years,184600,45.0
1.175,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Black or African American,Female,Baby Boomers (1946-1964),True,False,Corporate Website,False,False,Services,P5,Legal - Corporate - Principal Legal Consultant,22.173,Toronto,Individual Contributor,AMER,Legal - Corporate,15+ Years,179200,58.0
1.417,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P5,IT - Product Development - Principal Software Engineer,3.099,Toronto,Individual Contributor,AMER,IT - Product Development,02-05 Years,216100,38.0
1.31,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,12.951,Paris,Individual Contributor,EMEA,FA - Accounting,10-15 Years,115300,35.0
1.299,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Asian,Male,Generation Y/Millenials (1981-1996),True,True,Referral,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,4.249,Toronto,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,142900,34.0
1.276,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,6.367,Paris,Individual Contributor,EMEA,Sales - Direct Sales,05-10 Years,79100,28.0
0.881,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,4.397,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,02-05 Years,59500,27.0
0.923,Below Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Agency,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,2.611,New York,Individual Contributor,AMER,Sales - Inside Sales,02-05 Years,62300,28.0
0.921,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P2,IT - Product Development - P2 QA,4.956,San Francisco,Individual Contributor,AMER,IT - Product Development,02-05 Years,62200,28.0
1.111,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Legal - Corporate - P3 Legal Associate Consultant,1.984,Paris,Individual Contributor,EMEA,Legal - Corporate,01-02 Years,68900,30.0
0.785,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Female,Baby Boomers (1946-1964),True,False,Referral,False,True,Sales,M3,Sales - Management - Manager,18.718,London,Manager,EMEA,Sales - Management,15+ Years,114600,60.0
1.422,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,9.551,New York,Individual Contributor,AMER,Sales - Direct Sales,05-10 Years,156400,35.0
1.27,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,Black or African American,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 QA,0.978,Singapore,Individual Contributor,APAC,IT - Product Development,00-01 Years,68900,28.0
0.824,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Asian,Male,Generation Z (1997 and onwards),False,False,Referral,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,1.556,New York,Individual Contributor,AMER,Sales - Inside Sales,01-02 Years,55600,25.0
0.979,At Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P2,Human Resources - P2 Human Resources Consultant,4.351,Toronto,Individual Contributor,AMER,Human Resources,02-05 Years,66100,29.0
1.47,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,Hispanic,Male,Generation X (1965-1980),False,False,Linkedin,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,16.479,Vancouver,Individual Contributor,AMER,Sales - Direct Sales,15+ Years,224100,51.0
1.307,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,White,Female,Generation X (1965-1980),False,False,Agency,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,24.808,London,Individual Contributor,EMEA,Sales - Inside Sales,15+ Years,159500,55.0
1.505,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Internal,True,True,Sales,M7,Sales - Management - Vice President,14.225,Seoul,Vice President,APAC,Sales - Management,10-15 Years,373900,37.0
1.361,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P3,IT - Product Development - P3 Software Engineer,6.389,San Francisco,Individual Contributor,AMER,IT - Product Development,05-10 Years,105500,30.0
0.944,Below Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,9.312,Lyon,Individual Contributor,EMEA,Human Resources,05-10 Years,58500,34.0
1.031,At Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,True,Internal,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,8.367,New York,Individual Contributor,AMER,Human Resources,05-10 Years,79900,34.0
1.348,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,4.241,Toulouse,Individual Contributor,EMEA,Sales - Inside Sales,02-05 Years,83600,29.0
1.349,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P4,IT - Product Development - Senior Software Engineer,13.362,Singapore,Individual Contributor,APAC,IT - Product Development,10-15 Years,103900,35.0
1.058,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,8.337,London,Individual Contributor,EMEA,Sales - Inside Sales,05-10 Years,65600,30.0
1.403,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,3.734,San Francisco,Vice President,AMER,Board Management,02-05 Years,154300,35.0
0.913,Below Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 QA,8.852,Paris,Individual Contributor,EMEA,IT - Product Development,05-10 Years,56600,32.0
1.37,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Black or African American,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,9.321,New York,Individual Contributor,AMER,FA - Accounting,05-10 Years,150700,35.0
1.2,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Hispanic,Female,Generation Y/Millenials (1981-1996),True,True,Corporate Website,False,False,Development,P4,IT - Product Development - Senior Business Analytics,5.422,Toronto,Individual Contributor,AMER,IT - Product Development,05-10 Years,132000,36.0
1.348,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,0.329,New York,Individual Contributor,AMER,FA - Accounting,00-01 Years,148300,35.0
1.233,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,12.967,Toronto,Individual Contributor,AMER,FA - Accounting,10-15 Years,135600,36.0
1.394,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,3.047,Singapore,Individual Contributor,APAC,FA - Accounting,02-05 Years,75600,34.0
1.285,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Development,P4,IT - Product Development - Senior Data Scientist,7.414,Paris,Individual Contributor,EMEA,IT - Product Development,05-10 Years,113100,36.0
1.227,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Hispanic,Male,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,11.216,San Francisco,Individual Contributor,AMER,Human Resources,10-15 Years,135000,33.0
1.537,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Baby Boomers (1946-1964),True,False,Referral,False,False,Development,P5,IT - Product Development - Principal QA,31.786,London,Director,EMEA,IT - Product Development,15+ Years,187500,59.0
0.935,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P2,IT - Product Development - P2 Business Analytics,1.627,Singapore,Individual Contributor,APAC,IT - Product Development,01-02 Years,44200,26.0
1.037,At Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,1.121,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,01-02 Years,80400,30.0
1.025,At Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Executive,P4,Board Management - Senior Board Associate,13.841,San Francisco,Vice President,AMER,Board Management,10-15 Years,112800,35.0
